input_text,intent,subject,action,concept,split
He is busy,statement,other,do,none,train
She needs wallet.,statement,other,need,wallet,train
Your dad is vacuuming,statement,other,do,none,train
"Well, are you organizing my things?",question,you,do,none,train
"Um, do You all want phone?",question,you,need,phone,train
We're low on food,statement,me,need,food,test
Your dad isn't sad.,statement,other,feel,sad,train
"Um, do You all want painkillers?",question,you,need,painkillers,train
She is heading to the train.,statement,other,move,train,train
Me really need keys,request,me,need,keys,train
Please,request,me,communicate,none,train
She is heading to the hospital.,statement,other,move,hospital,train
He's going to finish this.,statement,other,do,none,train
"Well, hold on, wait a second.",request,you,move,none,test
you need water?,question,you,need,water,train
"Uh, i don't understand.",statement,me,communicate,none,train
Talk to you later,statement,me,communicate,none,train
"Um, go to the home.",request,you,move,home,train
He said hello.,statement,other,communicate,none,train
My mom is gonna the garden.,statement,other,move,garden,train
She is reading,statement,other,do,none,train
"Okay, are you still working?",question,you,do,none,train
My dad is leaving,statement,other,move,none,train
Sad,statement,me,communicate,sad,train
Where's my wallet? I need it.,request,me,need,wallet,train
I'm going to read for a while.,statement,me,do,none,train
D'you need zibbit?,question,you,need,unknown_concept,test
"Um, i'm not going to the office.",statement,me,move,office,train
My dad is going to the bus.,statement,other,move,bus,train
My mom is sweeping.,statement,other,do,none,train
Me want food.,request,me,need,food,train
You guys need keys.,statement,you,need,keys,train
Do you mind if I ask something?,question,you,communicate,none,train
My mom is napping,statement,other,do,none,train
You going to the market?,question,you,move,unknown_concept,train
I'm kinda tired.,statement,me,feel,tired,train
You going to florn?,question,you,move,unknown_concept,train
I'm heading to hyperdrive.,statement,me,move,unknown_concept,test
"Okay, i get it now.",statement,me,communicate,none,train
I am going to explain it again,statement,me,do,none,train
Me need to go to the garden.,statement,me,move,garden,train
Me really need phone,request,me,need,phone,train
We're not goin' to the home.,statement,me,move,home,validation
I'm walking to the home,statement,me,move,home,train
I am gonna ask him.,statement,me,do,none,train
"So, do you want wallet?",question,you,need,wallet,train
You going to the office?,question,you,move,office,train
He's going to clean up,statement,other,do,none,train
We're not going to the school.,statement,me,move,school,train
Are You all gonna the car?,question,you,move,car,train
you have a moment?,question,you,communicate,none,test
They are walking,statement,other,do,none,train
Are You guys going to the bus,question,you,move,bus,validation
They need wallet.,statement,other,need,wallet,train
There's a train ahead.,alert,you,danger,train,train
What are you going to do,question,you,do,none,train
Are You guys going to the office,question,you,move,office,train
"We need wallet, please.",request,me,need,wallet,train
He is showering.,statement,other,do,none,train
They needs painkillers,statement,other,need,painkillers,train
I'm going.,statement,me,move,none,train
Are you setting the table,question,you,do,none,train
Could you tap that again?,request,you,communicate,none,train
Would You guys like bathroom?,question,you,need,bathroom,train
Do You all want food?,question,you,need,food,train
"Um, does she understand?",question,other,communicate,none,validation
Are you watching something?,question,you,do,none,train
"So, what did you do?",question,you,do,none,train
We're walking to the bus.,statement,me,move,bus,train
Is My dad tired,question,other,feel,tired,train
Are you going to the office,question,you,move,office,train
"Okay, i'm going to clean up.",statement,me,do,none,train
He is goin' to the garden.,statement,other,move,garden,train
What is his destination?,question,other,communicate,destination,validation
Do you want food?,question,you,need,food,train
"Well, nod if you understand.",request,you,communicate,none,train
I need quombat,request,me,need,unknown_concept,train
Who else is here,question,you,communicate,none,train
She is gonna the home.,statement,other,move,home,train
I'm heading to the market,statement,me,move,unknown_concept,train
Me am heading to the home,statement,me,move,home,train
Me am goin' to the school.,statement,me,move,school,train
He's gonna the car.,statement,other,move,car,train
I'm goin' to the hospital.,statement,me,move,hospital,train
Don't go right,request,you,move,right,train
You going now?,question,you,move,none,train
He needs food.,statement,other,need,food,train
You guys need bathroom.,statement,you,need,bathroom,train
Me am not sure how I feel,statement,me,feel,none,train
Does My mom need painkillers,question,other,need,painkillers,train
My mom disagrees,statement,other,communicate,none,validation
My mom needs painkillers.,statement,other,need,painkillers,train
Car coming your way.,alert,you,danger,car,train
"Uh, my mom is heading to the office.",statement,other,move,office,train
Can you spell that for me?,request,you,communicate,none,train
"Um, i'm heading to the home.",statement,me,move,home,train
I need my wallet,request,me,need,wallet,train
Does he understand,question,other,communicate,none,validation
Stop,alert,you,danger,none,test
You are tired,statement,you,feel,tired,train
"So, the ground is slippery here.",alert,you,danger,none,train
No problem.,statement,me,communicate,none,train
There's a bus on your right,alert,you,danger,bus,train
He's goin' to the restaurant.,statement,other,move,restaurant,train
Are you ready?,question,you,communicate,none,train
Are You guys sick,question,you,feel,sick,train
We're not going to the school,statement,me,move,school,train
I missed that.,statement,me,communicate,none,train
Are you sick?,question,you,feel,sick,train
They is heading to the school,statement,other,move,school,test
"Um, she's going to clean up.",statement,other,do,none,train
Should I explain more,question,you,communicate,none,test
I'm gonna the workshop.,statement,me,move,unknown_concept,train
She's gonna take a break.,statement,other,do,none,train
We're waiting,statement,me,do,none,train
Me want medicine.,request,me,need,medicine,train
He isn't tired.,statement,other,feel,tired,train
Are you goin' to the gym?,question,you,move,unknown_concept,train
She is painting.,statement,other,do,none,train
Probably not,statement,me,communicate,none,train
Are You all going to the garden,question,you,move,garden,train
"Uh, i'm listening to something.",statement,me,do,none,train
"Um, who are you?",question,you,communicate,name,train
"Slow down, train ahead",alert,you,danger,train,train
Not your fault.,statement,other,communicate,none,train
Give me hyperdrive,request,me,need,unknown_concept,test
I'm goin' to the park.,statement,me,move,unknown_concept,train
My dad is gonna the school.,statement,other,move,school,train
My dad is gardening.,statement,other,do,none,train
I'm exercising.,statement,me,do,none,train
I could use some medicine.,request,me,need,medicine,train
Do You all need wallet,question,you,need,wallet,test
Okay,statement,me,communicate,none,train
You all need water,statement,you,need,water,train
Say that one more time,request,you,communicate,none,train
My mom is heading to the home.,statement,other,move,home,train
Turn left,request,you,move,left,train
"He's near the train, be careful.",alert,other,danger,train,validation
You all don't need water,statement,you,need,water,train
"Okay, i need a breadboard.",request,me,need,unknown_concept,train
Do you need food?,question,you,need,food,train
I'm not hot.,statement,me,feel,hot,train
"Okay, do you want medicine?",question,you,need,medicine,train
Do You all need bathroom?,question,you,need,bathroom,train
My dad is going to the car.,statement,other,move,car,train
I'm heading to the mall,statement,me,move,unknown_concept,train
Me am heading to the school.,statement,me,move,school,train
"So, mind the bus.",alert,you,danger,bus,test
Do You guys want keys?,question,you,need,keys,test
Me need medicine.,request,me,need,medicine,train
"So, go to the train.",request,you,move,train,train
She said hello,statement,other,communicate,none,train
I'm going to do this again.,statement,me,do,none,train
Your dad disagrees,statement,other,communicate,none,validation
Are You guys goin' to the hospital?,question,you,move,hospital,train
"Okay, we need keys, please.",request,me,need,keys,test
"So, that makes sense.",statement,me,communicate,none,train
Does Your dad need keys,question,other,need,keys,train
He needs a power bank,statement,other,need,unknown_concept,test
My dad is goin' to the garden.,statement,other,move,garden,train
Are you singing,question,you,do,none,train
How is he,question,other,feel,none,train
Say it again.,request,you,communicate,none,train
What is your time,question,you,communicate,time,validation
I'm sick,statement,me,feel,sick,train
My dad needs something,statement,other,need,none,train
"Okay, my mom said hello.",statement,other,communicate,none,train
They agree,statement,other,communicate,none,train
I'm gonna do this again.,statement,me,do,none,train
Me am goin' to the train.,statement,me,move,train,train
"He's near the fire, be careful.",alert,other,danger,fire,train
"So, we want something.",request,me,need,none,validation
"So, slow down, stairs ahead.",alert,you,danger,stairs,test
Can you tap that again?,request,you,communicate,none,train
Me am not going to the hospital,statement,me,move,hospital,train
D'you need the battery pack?,question,you,need,unknown_concept,validation
I feel cold,statement,me,feel,cold,train
Plexinator,statement,me,communicate,unknown_concept,train
Me am walking to the home.,statement,me,move,home,train
I need to go to the school,statement,me,move,school,train
I'm going to take a break,statement,me,do,none,train
I'm goin' to the restaurant.,statement,me,move,restaurant,train
I'm not going to the garden.,statement,me,move,garden,test
He is watering plants.,statement,other,do,none,train
Bring me some medicine,request,me,need,medicine,validation
She's gonna clean up.,statement,other,do,none,train
Are You all gonna the restaurant?,question,you,move,restaurant,validation
"Uh, nice to meet you, what's your name?",question,you,communicate,name,train
We're going to the train,statement,me,move,train,train
Pole.,statement,me,communicate,pole,train
We're not happy.,statement,me,feel,happy,test
Is Your dad sick?,question,other,feel,sick,train
He's gonna read for a while.,statement,other,do,none,train
He doesn't need food.,statement,other,need,food,train
Your dad is making tea.,statement,other,do,none,train
Train?,question,me,communicate,train,train
"Wait, don't go that way.",alert,you,danger,none,train
"Well, is They tired?",question,other,feel,tired,train
They isn't tired,statement,other,feel,tired,train
"Uh, your dad is heading to the restaurant.",statement,other,move,restaurant,train
Were you working just now?,question,you,do,none,test
Me really need food,request,me,need,food,test
I go to the train.,statement,me,move,train,train
I'm heading to the bus.,statement,me,move,bus,train
I get it now.,statement,me,communicate,none,train
Are you vacuuming?,question,you,do,none,train
"Um, are you sweeping?",question,you,do,none,train
Right?,question,me,communicate,right,validation
He is checking messages.,statement,other,do,none,train
Don't touch the fire.,alert,you,danger,fire,train
"So, how's it going?",question,you,communicate,none,train
There is a bluewidget ahead,alert,you,danger,unknown_concept,train
I really need keys.,request,me,need,keys,train
We're walking to the garden,statement,me,move,garden,train
She is going to the car,statement,other,move,car,train
My mom doesn't need anything,statement,other,need,none,validation
"Okay, my dad is writing.",statement,other,do,none,train
I'm moving.,statement,me,move,none,validation
We feel happy.,statement,me,feel,happy,train
They are dancing.,statement,other,do,none,train
I'm not happy,statement,me,feel,happy,test
you need plexinator?,question,you,need,unknown_concept,test
I'm sweeping,statement,me,do,none,train
"Uh, does She need medicine?",question,other,need,medicine,train
"Uh, do you need the adapter?",question,you,need,unknown_concept,validation
you need the battery pack?,question,you,need,unknown_concept,validation
Are you gonna the station?,question,you,move,unknown_concept,train
"Okay, i'm heading to the car.",statement,me,move,car,train
"So, he is reading.",statement,other,do,none,train
Watch out for the zibbit,alert,you,danger,unknown_concept,train
Are you gonna the airport?,question,you,move,unknown_concept,train
"Uh, see you soon.",statement,me,communicate,none,train
They need food,statement,other,need,food,train
Give me quombat,request,me,need,unknown_concept,test
She is ironing,statement,other,do,none,train
Pole?,question,me,communicate,pole,train
D'you need the wrench?,question,you,need,unknown_concept,validation
You all aren't sick.,statement,you,feel,sick,train
We're heading to the bus.,statement,me,move,bus,train
We're low on bathroom,statement,me,need,bathroom,train
My dad is dancing.,statement,other,do,none,train
I don't need anything,statement,me,need,none,train
He's gonna ask him.,statement,other,do,none,train
Please bring me medicine.,request,me,need,medicine,train
"Well, does They need something?",question,other,need,none,train
Is My mom happy,question,other,feel,happy,train
"Well, you need bathroom.",statement,you,need,bathroom,train
Are You guys still there,question,you,communicate,none,train
We go to the train.,statement,me,move,train,train
"Well, i'm walking to the school.",statement,me,move,school,train
I'm not doing anything.,statement,me,do,none,train
Are you organizing my things?,question,you,do,none,train
I really need something.,request,me,need,none,test
Me am not going anywhere,statement,me,move,none,train
"Wait, don't cross yet",alert,you,danger,none,train
Are you going to the bakery?,question,you,move,unknown_concept,train
We're cooking,statement,me,do,none,train
Please use simpler words.,request,you,communicate,none,train
Mind the fire,alert,you,danger,fire,train
Your dad isn't sick,statement,other,feel,sick,train
We're not going to the home,statement,me,move,home,validation
Do you need medicine,question,you,need,medicine,train
I'm walking to the hospital.,statement,me,move,hospital,test
Are You all going to the garden?,question,you,move,garden,train
"Uh, how are you?",question,you,feel,none,test
Let's go to the home,request,me,move,home,train
Me wanna go to the restaurant.,statement,me,move,restaurant,test
We need wallet.,request,me,need,wallet,train
Turn left.,request,you,move,left,train
My mom needs medicine,statement,other,need,medicine,train
Do You guys need bathroom,question,you,need,bathroom,train
We don't need water,statement,me,need,water,train
"Well, does My mom need painkillers?",question,other,need,painkillers,train
"Okay, there's a train on your right.",alert,you,danger,train,test
I need a microcontroller,request,me,need,unknown_concept,train
I'm going to think about it.,statement,me,do,none,train
"So, she is heading to the car.",statement,other,move,car,validation
Do You all want medicine,question,you,need,medicine,train
How is she?,question,other,feel,none,train
"So, can you tell me what you're doing?",question,you,do,none,test
Fetch my medicine,request,me,need,medicine,validation
You all are sick.,statement,you,feel,sick,train
I want something,request,me,need,none,validation
You going to the car?,question,you,move,car,train
Your dad is hot.,statement,other,feel,hot,validation
You all aren't cold.,statement,you,feel,cold,train
I could use some water,request,me,need,water,train
Are You all hot?,question,you,feel,hot,train
"Uh, she's going to call you back.",statement,other,do,none,train
She isn't cold,statement,other,feel,cold,train
"Okay, i need help.",request,me,communicate,none,train
Your dad doesn't need water.,statement,other,need,water,train
Are you painting,question,you,do,none,train
We're resting,statement,me,do,none,test
You guys need bathroom,statement,you,need,bathroom,train
Can you tell me who's here,request,you,communicate,none,train
"Uh, i need keys.",request,me,need,keys,train
you need the capacitor?,question,you,need,unknown_concept,validation
They are checking messages.,statement,other,do,none,train
My dad needs food.,statement,other,need,food,train
"Um, i'm heading to the chapel.",statement,me,move,unknown_concept,train
Me go to the bus,statement,me,move,bus,train
She's close to the fire.,alert,other,danger,fire,train
I'm heading to the car,statement,me,move,car,train
I'm going to call you back,statement,me,do,none,train
I need a transistor,request,me,need,unknown_concept,train
"Uh, give me the microcontroller.",request,me,need,unknown_concept,test
I need a screwdriver,request,me,need,unknown_concept,train
Mind the train.,alert,you,danger,train,train
He's goin' to the greenhouse.,statement,other,move,unknown_concept,train
Are you going to glorp,question,you,move,unknown_concept,train
"Okay, he is heading to the car.",statement,other,move,car,validation
I really need phone.,request,me,need,phone,train
He is walking,statement,other,do,none,train
What did he do?,question,other,do,none,train
Thanks,statement,me,communicate,none,train
You're welcome.,statement,me,communicate,none,train
She needs medicine,statement,other,need,medicine,train
I'm going to the station.,statement,me,move,unknown_concept,train
He's goin' to the station.,statement,other,move,unknown_concept,train
We're heading to the garden.,statement,me,move,garden,train
You don't need wallet.,statement,you,need,wallet,train
My mom is heading to the car.,statement,other,move,car,validation
My mom needs water.,statement,other,need,water,train
"I need something, I'm not sure what",request,me,need,none,validation
Your dad is going somewhere.,statement,other,move,none,train
Me am not gonna the bus.,statement,me,move,bus,test
Stairs?,question,me,communicate,stairs,train
I was just thinking.,statement,me,do,none,train
"Okay, my dad is heading to the train.",statement,other,move,train,train
I'm gonna the garden.,statement,me,move,garden,train
Would you like wallet,question,you,need,wallet,validation
Your dad needs his painkillers.,statement,other,need,painkillers,train
You all don't need medicine.,statement,you,need,medicine,train
We really need phone,request,me,need,phone,train
Are You guys happy?,question,you,feel,happy,train
Bring me some painkillers,request,me,need,painkillers,train
You going to the warehouse?,question,you,move,unknown_concept,train
Your dad is leaving,statement,other,move,none,train
My dad isn't happy,statement,other,feel,happy,validation
She is singing.,statement,other,do,none,train
He's going to check something.,statement,other,do,none,train
"Um, does Your dad need painkillers?",question,other,need,painkillers,train
Your dad is gonna the hospital.,statement,other,move,hospital,train
He's going to the garden,statement,other,move,garden,test
Do You all want medicine?,question,you,need,medicine,train
He is going to the home,statement,other,move,home,train
We don't need keys,statement,me,need,keys,train
"Um, you all need food.",statement,you,need,food,train
Your dad doesn't need anything,statement,other,need,none,validation
Does My mom need phone,question,other,need,phone,train
My mom is happy,statement,other,feel,happy,train
Don't go left.,request,you,move,left,test
Me am gonna the office.,statement,me,move,office,train
She doesn't need painkillers,statement,other,need,painkillers,train
"So, are you finished yet?",question,you,do,none,train
My dad is napping,statement,other,do,none,train
Are you goin' to the observatory?,question,you,move,unknown_concept,train
"Well, my dad needs wallet.",statement,other,need,wallet,train
Please wait for me.,request,you,move,none,train
He needs food,statement,other,need,food,train
Give me the soldering iron,request,me,need,unknown_concept,test
She is dancing,statement,other,do,none,train
We go to the garden,statement,me,move,garden,test
I'm heading to the observatory,statement,me,move,unknown_concept,train
Me am walking to the school,statement,me,move,school,train
Get away from the car.,alert,you,danger,car,train
"So, she is tired.",statement,other,feel,tired,train
I am going to rest for a bit.,statement,me,do,none,train
I'm getting really hot.,statement,me,feel,hot,train
"Well, can you grab my keys?",request,you,need,keys,train
Garden,statement,me,communicate,garden,train
"Um, my dad doesn't need anything.",statement,other,need,none,validation
My dad is organizing my things.,statement,other,do,none,train
Let's go to the hospital.,request,me,move,hospital,validation
"Well, my dad is setting the table.",statement,other,do,none,train
I go to the hospital.,statement,me,move,hospital,validation
My dad needs water.,statement,other,need,water,train
She's going to take a break.,statement,other,do,none,train
Go to the train,request,you,move,train,train
I was just thinking,statement,me,do,none,train
Definitely.,statement,me,communicate,none,train
I'm reading.,statement,me,do,none,test
Are you goin' to the park?,question,you,move,unknown_concept,train
She needs keys.,statement,other,need,keys,train
"So, i need bathroom, please.",request,me,need,bathroom,train
Your dad is showering.,statement,other,do,none,train
Me feel sad.,statement,me,feel,sad,validation
"Look out, fire ahead",alert,you,danger,fire,train
He's gonna tell her.,statement,other,do,none,train
"Uh, me need to go to the car.",statement,me,move,car,train
He is goin' to the train.,statement,other,move,train,train
I could use some bathroom,request,me,need,bathroom,train
We're not hot.,statement,me,feel,hot,train
She is gonna the garden.,statement,other,move,garden,train
"Well, i'm going to the hospital.",statement,me,move,hospital,train
Are you reading,question,you,do,none,test
"Uh, are you still there?",question,you,communicate,none,train
Glorp,statement,me,communicate,unknown_concept,train
"So, she is checking messages.",statement,other,do,none,train
Could I get bathroom,request,me,need,bathroom,train
You guys are sad.,statement,you,feel,sad,train
"Careful, uneven ground",alert,you,danger,none,train
Tell me when you're ready,question,you,communicate,none,train
I am going to check something,statement,me,do,none,train
He is showering,statement,other,do,none,train
Me don't need bathroom.,statement,me,need,bathroom,train
Restaurant,statement,me,communicate,restaurant,train
I need something,request,me,need,none,train
Can we talk,request,you,communicate,none,train
My mom is drawing,statement,other,do,none,train
Try doing it this way.,request,you,do,none,test
Are you goin' to the home?,question,you,move,home,test
Me am not goin' to the train.,statement,me,move,train,test
Can I have some painkillers,request,me,need,painkillers,train
My dad is exercising.,statement,other,do,none,train
I'm making tea.,statement,me,do,none,train
They need something,statement,other,need,none,train
"Okay, they is heading to the garden.",statement,other,move,garden,train
Stairs,statement,me,communicate,stairs,train
"Um, you need something.",statement,you,need,none,train
Your dad is sick,statement,other,feel,sick,train
"Slow down, fire ahead.",alert,you,danger,fire,train
She's gonna do this again.,statement,other,do,none,train
D'you want medicine?,question,you,need,medicine,train
Me am heading home,statement,me,move,home,train
Tell me the time,request,you,communicate,time,test
My dad is stretching,statement,other,do,none,train
"Um, my mom is ironing.",statement,other,do,none,train
You all need wallet,statement,you,need,wallet,train
She is making coffee.,statement,other,do,none,train
My dad needs food,statement,other,need,food,train
"Uh, don't touch the fire.",alert,you,danger,fire,train
"Low ceiling ahead, duck.",alert,you,danger,none,train
"Well, are you going to the bus?",question,you,move,bus,validation
Your dad is going to the car.,statement,other,move,car,train
He's going to the restaurant.,statement,other,move,restaurant,train
I feel sick.,statement,me,feel,sick,train
Should I continue,question,you,communicate,none,test
They are making coffee.,statement,other,do,none,train
I'm walking to the car,statement,me,move,car,train
Give me the phone,request,me,need,phone,train
You guys are sick,statement,you,feel,sick,train
Do you need the microcontroller,question,you,need,unknown_concept,validation
I'm a little cold,statement,me,feel,cold,train
Give me the medicine.,request,me,need,medicine,train
Take me to the hospital.,request,me,move,hospital,test
My mom isn't going anywhere,statement,other,move,none,train
Are You guys goin' to the home?,question,you,move,home,test
Good job.,statement,me,communicate,none,train
Are you organizing my things,question,you,do,none,train
Me want bathroom.,request,me,need,bathroom,train
I'm going to the market.,statement,me,move,unknown_concept,train
Give me the remote control.,request,me,need,unknown_concept,test
Is They happy?,question,other,feel,happy,train
Me am not sick,statement,me,feel,sick,train
Can We have some water,request,me,need,water,train
Do you need me to repeat it,question,you,communicate,none,test
"Um, i need to go to the home.",statement,me,move,home,train
We're goin' to the hospital.,statement,me,move,hospital,train
"Uh, are You guys going to the hospital?",question,you,move,hospital,train
He is napping,statement,other,do,none,train
He's going to the workshop.,statement,other,move,unknown_concept,train
They are resting.,statement,other,do,none,train
I'm a little sick,statement,me,feel,sick,train
She's close to the stairs,alert,other,danger,stairs,train
My dad is going to the garden.,statement,other,move,garden,train
He needs a charger cable,statement,other,need,unknown_concept,test
"Well, we don't need medicine.",statement,me,need,medicine,train
I'm going,statement,me,move,none,train
They are folding laundry.,statement,other,do,none,train
My mom is heading to the garden.,statement,other,move,garden,train
"Uh, would you like wallet?",question,you,need,wallet,validation
My mom isn't hot,statement,other,feel,hot,train
"Um, your dad is listening to something.",statement,other,do,none,train
I want medicine,request,me,need,medicine,train
I'm reading,statement,me,do,none,test
"So, are you sad?",question,you,feel,sad,train
He needs a soldering iron,statement,other,need,unknown_concept,test
Where's my medicine? I need it,request,me,need,medicine,train
That makes sense,statement,me,communicate,none,train
We really need medicine.,request,me,need,medicine,train
They is busy.,statement,other,do,none,train
She is going to the bus,statement,other,move,bus,train
Hand me my medicine.,request,me,need,medicine,train
My dad is going to the school.,statement,other,move,school,train
Are you folding laundry,question,you,do,none,train
Your dad is watching something.,statement,other,do,none,train
"Um, i need wallet.",request,me,need,wallet,train
Bluewidget.,statement,me,communicate,unknown_concept,train
"Hold up, car right there.",alert,you,danger,car,train
She is painting,statement,other,do,none,train
You guys need water,statement,you,need,water,train
Have you got any wallet,question,you,need,wallet,train
"Well, they are charging my phone.",statement,other,do,none,train
I'm not gonna the home.,statement,me,move,home,validation
Can you write that down?,request,you,communicate,none,train
We're standing.,statement,me,do,none,train
"Look out, car ahead",alert,you,danger,car,test
Do they understand,question,other,communicate,none,validation
Your dad doesn't need painkillers,statement,other,need,painkillers,train
Have you got any medicine?,question,you,need,medicine,train
"Well, can you tell me what's going on?",request,you,communicate,none,train
"Um, he needs medicine.",statement,other,need,medicine,train
Water.,statement,me,communicate,water,train
Me don't need anything,statement,me,need,none,train
You all need phone,statement,you,need,phone,train
They were working on it,statement,other,do,none,train
I am going to call you back.,statement,me,do,none,train
Does Your dad need keys?,question,other,need,keys,train
My mom is unpacking.,statement,other,do,none,train
Snarple.,statement,me,communicate,unknown_concept,train
"Uh, can you tap that again?",request,you,communicate,none,train
I'm getting really tired,statement,me,feel,tired,validation
I really need painkillers,request,me,need,painkillers,train
Me am going to the bus,statement,me,move,bus,train
You resting?,question,you,do,none,train
She's going to get some sleep,statement,other,do,none,train
Your dad is gonna the car.,statement,other,move,car,train
Not at all.,statement,me,communicate,none,train
"Okay, i'm getting really sad.",statement,me,feel,sad,train
He needs bluewidget,statement,other,need,unknown_concept,train
She's going to tell her,statement,other,do,none,train
Me wanna go to the train.,statement,me,move,train,train
Do you need the soldering iron,question,you,need,unknown_concept,validation
My dad doesn't need water,statement,other,need,water,train
Snarple,statement,me,communicate,unknown_concept,train
Me am moving,statement,me,move,none,validation
Go to the train.,request,you,move,train,train
They don't need keys.,statement,other,need,keys,train
You guys need phone.,statement,you,need,phone,train
She is heading to the bus.,statement,other,move,bus,train
"Me need keys, please.",request,me,need,keys,test
Can you confirm that,request,you,communicate,none,train
Pass me the bathroom,request,me,need,bathroom,test
I want to go to the office,statement,me,move,office,validation
"Uh, my dad said hello.",statement,other,communicate,none,train
My dad isn't sad.,statement,other,feel,sad,train
Watch out!,alert,you,danger,none,train
Do you need keys?,question,you,need,keys,train
Does Your dad understand,question,other,communicate,none,validation
Your dad is heading to the restaurant,statement,other,move,restaurant,train
No,statement,me,communicate,none,train
We're going somewhere,statement,me,move,none,train
I'm going somewhere,statement,me,move,none,train
"Okay, is everyone okay?",question,you,communicate,none,test
I need a charger cable.,request,me,need,unknown_concept,train
They don't need wallet.,statement,other,need,wallet,train
Is My dad tired?,question,other,feel,tired,train
Could you clarify that?,request,you,communicate,none,train
She's getting ready.,statement,other,do,none,train
"So, there is a zibbit ahead.",alert,you,danger,unknown_concept,train
Is Your dad hot,question,other,feel,hot,train
There's something I want to say.,statement,me,communicate,none,train
Do you need plexinator,question,you,need,unknown_concept,test
"Uh, i'm a little happy.",statement,me,feel,happy,train
My dad is gonna the car.,statement,other,move,car,train
My mom isn't sick,statement,other,feel,sick,train
"Me need water, please.",request,me,need,water,train
He is cleaning,statement,other,do,none,train
Medicine,statement,me,communicate,medicine,train
I'm walking to the car.,statement,me,move,car,train
Sharp object on the ground.,alert,you,danger,none,train
We're really sick,statement,me,feel,sick,train
Fetch my phone,request,me,need,phone,train
"Okay, they don't need food.",statement,other,need,food,train
We need medicine.,request,me,need,medicine,train
Your dad is singing,statement,other,do,none,train
I forgot his name.,statement,other,communicate,name,train
My mom doesn't need keys,statement,other,need,keys,train
Still don't get it.,statement,me,communicate,none,train
My mom is mopping.,statement,other,do,none,train
He's gonna get some sleep.,statement,other,do,none,train
We don't need medicine,statement,me,need,medicine,train
"Slow down, car ahead.",alert,you,danger,car,train
Is My dad sick,question,other,feel,sick,train
We're walking to the office.,statement,me,move,office,train
They is working,statement,other,do,none,train
My mom is unpacking,statement,other,do,none,train
Are You all going to the office,question,you,move,office,train
"Um, i could use some water.",request,me,need,water,train
Don't go left,request,you,move,left,test
They is going to the garden,statement,other,move,garden,train
I'd like some wallet,request,me,need,wallet,test
Does They need bathroom,question,other,need,bathroom,train
Your dad is setting the table.,statement,other,do,none,train
What did she say?,question,other,communicate,none,validation
Are you gonna the depot?,question,you,move,unknown_concept,train
Can you grab my painkillers,request,you,need,painkillers,test
She is packing,statement,other,do,none,train
I'm going to the greenhouse,statement,me,move,unknown_concept,train
"Okay, i need phone.",request,me,need,phone,train
My mom is heading to the restaurant.,statement,other,move,restaurant,train
"There's a fire, get out",alert,you,danger,fire,train
My dad isn't cold,statement,other,feel,cold,train
Me need to go to the office,statement,me,move,office,train
A little,statement,me,communicate,none,train
She isn't hot.,statement,other,feel,hot,train
Does My dad need medicine,question,other,need,medicine,train
Is now okay?,question,you,communicate,none,test
My mom needs bathroom,statement,other,need,bathroom,test
Give me snarple.,request,me,need,unknown_concept,test
What is his name?,question,other,communicate,name,validation
I'd really appreciate some wallet.,request,me,need,wallet,validation
"Careful, there are stairs going down",alert,you,danger,stairs,train
They are vacuuming,statement,other,do,none,train
"Uh, careful, uneven ground.",alert,you,danger,none,train
I'm trying to figure this out,statement,me,do,none,train
You guys don't need keys,statement,you,need,keys,test
Zibbit,statement,me,communicate,unknown_concept,train
"Okay, my dad doesn't need painkillers.",statement,other,need,painkillers,train
We go to the office.,statement,me,move,office,validation
"He's near the stairs, be careful.",alert,other,danger,stairs,validation
Are You guys going to the train?,question,you,move,train,train
I'm out of medicine,statement,me,need,medicine,train
I go to the car.,statement,me,move,car,validation
We're not going to the garden.,statement,me,move,garden,test
"Uh, he doesn't need anything.",statement,other,need,none,validation
She's going to take a break,statement,other,do,none,train
My mom is checking messages,statement,other,do,none,train
She is dancing.,statement,other,do,none,train
Could you grab my bathroom?,request,you,need,bathroom,train
Does She need water,question,other,need,water,train
What is your name?,question,you,communicate,name,train
Do You guys have a second,question,you,communicate,none,train
"Um, is My mom sad?",question,other,feel,sad,train
"Uh, i'm really hot.",statement,me,feel,hot,train
He is mopping,statement,other,do,none,train
you need food?,question,you,need,food,train
"Okay, what did My mom do?",question,other,do,none,train
You don't need food,statement,you,need,food,test
She is happy.,statement,other,feel,happy,train
I need to go to the bus,statement,me,move,bus,train
I am going to do this again,statement,me,do,none,train
You all don't need keys,statement,you,need,keys,test
Wait,request,you,communicate,none,train
Me am gonna the bus.,statement,me,move,bus,train
"Okay, he needs quombat.",statement,other,need,unknown_concept,train
You exercising?,question,you,do,none,train
I don't understand.,statement,me,communicate,none,train
Me really need medicine,request,me,need,medicine,train
Stay to the left,request,you,move,left,train
D'you need hyperdrive?,question,you,need,unknown_concept,test
Yeah,statement,me,communicate,none,train
Don't do that,request,you,do,none,test
Have you got any bathroom?,question,you,need,bathroom,validation
My mom is sick,statement,other,feel,sick,train
Would You all like medicine?,question,you,need,medicine,train
You ironing?,question,you,do,none,train
Could you fetch some keys?,request,you,need,keys,train
"We need something, please",request,me,need,none,train
Probably not.,statement,me,communicate,none,train
you need me to repeat it?,question,you,communicate,none,test
"So, i'm going to the salon.",statement,me,move,unknown_concept,train
